"User ID","Certification ID","Certification Name","Course Category",Status,"Time Expires","Time completed","Time assigned","Time started","Include in dashboard"
1119,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","21/04/2023, 21:51:46",1
1122,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:12","05/02/2023, 07:23:40",1
1123,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","09/03/2023, 08:26:44",1
1124,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","07/04/2023, 13:55:52",1
1125,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:12","03/02/2023, 01:49:54",1
1127,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","06/06/2023, 00:19:45",1
1128,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","15/08/2023, 01:38:04",1
1129,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","18/04/2023, 16:57:50",1
1131,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","02/04/2023, 02:33:44",1
1132,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","29/03/2023, 14:37:08",1
1134,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","18/05/2023, 06:50:36",1
1136,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","05/08/2023, 06:44:11",1
1137,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","12/03/2023, 05:34:11",1
1138,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","14/02/2023, 04:46:33",1
1141,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","25/07/2023, 10:02:26",1
1142,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","05/08/2023, 02:25:40",1
1143,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","11/08/2023, 01:49:45",1
1146,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","07/07/2023, 19:52:10",1
1147,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","14/08/2023, 19:56:19",1
1148,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:12","01/02/2023, 18:59:47",1
1150,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","05/05/2023, 23:09:40",1
1151,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:12","12/02/2023, 03:19:06",1
1154,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","08/05/2023, 09:28:19",1
1155,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","31/03/2023, 23:53:52",1
1156,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","28/03/2023, 14:52:12",1
1158,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","04/06/2023, 08:28:36",1
1159,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:12","04/02/2023, 23:55:23",1
1160,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:12","09/08/2023, 07:51:57",1
1161,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","29/07/2023, 02:58:02",1
1163,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","05/02/2023, 00:55:06",1
1164,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","12/02/2023, 04:17:58",1
1165,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","24/04/2023, 15:38:48",1
1166,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","04/04/2023, 13:26:07",1
1167,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","09/06/2023, 01:51:30",1
1169,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","05/04/2023, 12:28:23",1
1170,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","26/05/2023, 02:55:01",1
1171,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","10/04/2023, 05:28:56",1
1172,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","24/08/2023, 02:08:11",1
1174,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","23/03/2023, 21:29:41",1
1182,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","26/03/2023, 03:41:01",1
1251,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","04/02/2023, 10:01:07",1
1252,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","12/06/2023, 04:01:04",1
1253,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","26/04/2023, 00:43:49",1
1254,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","18/02/2023, 00:56:41",1
1255,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","02/02/2023, 10:08:38",1
1256,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","05/09/2023, 12:04:57",1
1257,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:13","19/06/2023, 23:33:25",1
1258,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","03/09/2023, 23:35:59",1
1259,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","05/06/2023, 11:01:52",1
1260,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","19/05/2023, 12:55:10",1
1261,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","28/06/2023, 23:57:45",1
1262,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","01/07/2023, 20:59:26",1
1263,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","03/04/2023, 18:27:39",1
1264,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","10/04/2023, 16:02:33",1
1265,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","04/06/2023, 22:31:43",1
1266,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","22/06/2023, 01:43:44",1
1267,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","06/06/2023, 10:40:43",1
1268,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","15/06/2023, 21:49:06",1
1269,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","20/03/2023, 15:44:51",1
1272,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","08/02/2023, 00:12:04",1
1274,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","19/04/2023, 06:31:44",1
1275,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","15/05/2023, 08:00:45",1
1276,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:14","28/02/2023, 20:58:37",1
1277,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","21/06/2023, 15:36:49",1
1279,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","30/06/2023, 14:59:53",1
1280,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","24/05/2023, 12:56:48",1
1281,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","30/08/2023, 03:00:07",1
1282,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","01/08/2023, 11:22:37",1
1283,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","28/04/2023, 11:08:29",1
1285,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:14","21/02/2023, 10:01:26",1
1286,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","05/07/2023, 06:59:27",1
1287,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","01/02/2023, 08:55:42",1
1288,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","06/05/2023, 04:30:37",1
1290,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","29/04/2023, 11:01:09",1
1291,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","27/05/2023, 07:18:23",1
1292,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","29/08/2023, 23:32:05",1
1293,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","28/06/2023, 14:13:04",1
1295,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","16/08/2023, 21:29:21",1
1296,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","05/05/2023, 02:31:12",1
1297,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","01/04/2023, 09:50:00",1
1298,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","01/03/2023, 12:58:02",1
1300,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","22/07/2023, 18:40:50",1
1302,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","26/02/2023, 19:17:29",1
1303,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","16/06/2023, 20:31:23",1
1304,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","22/08/2023, 11:39:18",1
1305,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:14","03/02/2023, 09:00:00",1
1306,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","22/03/2023, 05:02:45",1
1308,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","15/08/2023, 10:27:59",1
1309,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","17/02/2023, 14:28:25",1
1310,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","03/08/2023, 23:27:05",1
1311,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","10/08/2023, 22:36:29",1
1313,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","18/08/2023, 05:24:26",1
1314,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","05/08/2023, 18:15:02",1
1315,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","18/06/2023, 17:43:05",1
1316,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","24/05/2023, 15:36:00",1
1318,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","21/04/2023, 18:04:14",1
1319,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","30/05/2023, 05:05:16",1
1320,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","27/03/2023, 23:32:43",1
1321,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","26/03/2023, 05:04:38",1
1322,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","10/05/2023, 12:59:51",1
1324,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:14","07/02/2023, 14:11:46",1
1325,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","21/06/2023, 18:30:47",1
1326,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","13/02/2023, 12:31:11",1
1328,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","04/03/2023, 00:35:17",1
1329,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","07/05/2023, 10:03:55",1
1330,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","20/05/2023, 14:33:24",1
1331,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","09/04/2023, 11:37:44",1
1332,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","06/02/2023, 15:46:17",1
1334,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","27/07/2023, 02:46:09",1
1335,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","24/04/2023, 07:09:44",1
1336,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","13/04/2023, 10:56:37",1
1337,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","21/02/2023, 09:57:14",1
1339,8,"Safe and Healthy Workplace","Workplace Health & Safety",Expired,,,"09/04/2021, 06:07:14","01/02/2023, 08:02:38",1
1340,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","26/04/2023, 20:44:04",1
1342,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","09/05/2023, 12:12:23",1
1343,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","26/06/2023, 20:11:39",1
1344,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","22/06/2023, 10:57:18",1
1346,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","04/05/2023, 13:29:44",1
1347,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","11/06/2023, 20:53:55",1
1348,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","16/08/2023, 11:26:15",1
1349,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","25/06/2023, 07:49:47",1
1350,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","05/07/2023, 22:50:43",1
1352,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","18/02/2023, 16:19:20",1
1353,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","14/04/2023, 14:37:43",1
1354,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","23/04/2023, 11:35:41",1
1356,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:14","10/03/2023, 11:12:15",1
1358,8,"Safe and Healthy Workplace","Workplace Health & Safety","Not certified",,,"09/04/2021, 06:07:15","11/04/2023, 23:32:30",1
