"User ID","Course ID","Course Name","Course Category","Time enrolled","Time started","Time completed","Completion Status","Completion Due Date","Include in dashboard"
1041,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","05/12/2022, 11:58:11","05/05/2023, 09:48:49","Complete via rpl",,1
1042,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","29/04/2023, 04:03:04","17/05/2023, 03:25:46","Complete via rpl",,1
1042,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","29/04/2023, 04:03:04","15/05/2023, 01:01:41","Complete via rpl",,1
1043,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","25/02/2023, 10:23:41","25/03/2023, 10:06:08","Complete via rpl",,1
1043,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","25/02/2023, 10:23:41","09/03/2023, 06:30:31","Complete via rpl",,1
1044,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","13/02/2023, 19:03:49","24/02/2023, 05:37:27","Complete via rpl",,1
1044,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","13/02/2023, 19:03:49","04/06/2023, 06:31:40","Complete via rpl",,1
1045,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1045,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1047,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","03/02/2023, 14:15:59","11/04/2023, 00:48:12","Complete via rpl",,1
1047,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","03/02/2023, 14:15:59","16/03/2023, 04:08:50","Complete via rpl",,1
1048,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","20/02/2023, 07:04:26","12/04/2023, 12:40:53","Complete via rpl",,1
1048,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","20/02/2023, 07:04:26","18/04/2023, 11:29:31","Complete via rpl",,1
1050,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","01/01/2023, 10:22:33","22/02/2023, 08:54:45","Complete via rpl",,1
1050,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","01/01/2023, 10:22:33","01/03/2023, 07:32:20","Complete via rpl",,1
1052,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1052,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1053,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1053,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1056,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","21/12/2022, 00:28:26","17/02/2023, 07:26:40","Complete via rpl",,1
1056,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","21/12/2022, 00:28:26","05/04/2023, 01:26:30","Complete via rpl",,1
1057,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1057,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1058,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1058,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1060,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1060,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1062,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1062,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54",,,"Not yet started",,1
1063,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","20/12/2022, 10:45:53","22/01/2023, 17:52:58","Complete via rpl",,1
1063,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","20/12/2022, 10:45:53","07/01/2023, 12:18:47","Complete via rpl",,1
1064,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:26:54","22/02/2023, 14:27:58","03/03/2023, 08:26:50","Complete via rpl",,1
1064,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:26:54","22/02/2023, 14:27:58","16/03/2023, 23:01:45","Complete via rpl",,1
1509,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1509,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1510,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","30/12/2022, 09:37:28","19/02/2023, 22:28:29","Complete via rpl",,1
1510,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","30/12/2022, 09:37:28","24/03/2023, 04:39:16","Complete via rpl",,1
1511,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","05/12/2022, 22:11:18","28/02/2023, 16:13:33","Complete via rpl",,1
1511,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","05/12/2022, 22:11:18","14/01/2023, 07:47:58","Complete via rpl",,1
1512,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1512,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1514,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","10/01/2023, 22:15:25","20/01/2023, 01:23:51","Complete via rpl",,1
1514,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","10/01/2023, 22:15:25","19/01/2023, 06:22:17","Complete via rpl",,1
1515,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","05/12/2022, 20:23:39","16/12/2022, 16:17:01","Complete via rpl",,1
1515,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","05/12/2022, 20:23:39","02/01/2023, 01:55:05","Complete via rpl",,1
1516,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","30/01/2023, 08:44:36","15/02/2023, 19:06:00","Complete via rpl",,1
1516,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","30/01/2023, 08:44:36","15/02/2023, 07:16:10","Complete via rpl",,1
1517,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","14/01/2023, 06:01:18","25/02/2023, 18:16:28","Complete via rpl",,1
1517,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","14/01/2023, 06:01:18","27/01/2023, 00:25:13","Complete via rpl",,1
1518,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1518,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1520,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","06/01/2023, 23:41:12","12/03/2023, 09:04:44","Complete via rpl",,1
1520,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","06/01/2023, 23:41:12","26/03/2023, 13:53:01","Complete via rpl",,1
1521,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1521,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39",,,"Not yet started",,1
1522,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","04/12/2022, 09:55:25","25/12/2022, 18:05:55","Complete via rpl",,1
1522,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","04/12/2022, 09:55:25","25/12/2022, 18:33:06","Complete via rpl",,1
1524,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:39","08/02/2023, 02:40:44","27/03/2023, 07:13:01","Complete via rpl",,1
1524,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:39","08/02/2023, 02:40:44","15/03/2023, 05:21:51","Complete via rpl",,1
1526,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","03/12/2022, 21:19:18","21/12/2022, 11:46:26","Complete via rpl",,1
1526,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","03/12/2022, 21:19:18","20/12/2022, 20:29:55","Complete via rpl",,1
1527,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","02/12/2022, 22:24:30","12/12/2022, 14:33:45","Complete via rpl",,1
1527,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","02/12/2022, 22:24:30","13/12/2022, 15:24:01","Complete via rpl",,1
1528,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1528,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1529,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","11/12/2022, 18:24:18","12/02/2023, 12:42:44","Complete via rpl",,1
1529,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","11/12/2022, 18:24:18","19/02/2023, 05:20:43","Complete via rpl",,1
1531,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1531,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1532,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1532,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1533,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","19/12/2022, 23:07:18","10/02/2023, 16:46:03","Complete via rpl",,1
1533,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","19/12/2022, 23:07:18","10/02/2023, 15:28:18","Complete via rpl",,1
1534,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","07/01/2023, 01:38:33","14/01/2023, 20:40:35","Complete via rpl",,1
1534,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","07/01/2023, 01:38:33","14/05/2023, 19:07:12","Complete via rpl",,1
1535,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","13/12/2022, 08:01:09","07/02/2023, 19:45:18","Complete via rpl",,1
1535,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","13/12/2022, 08:01:09","06/02/2023, 01:00:20","Complete via rpl",,1
1537,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1537,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1544,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","09/12/2022, 01:22:45","24/02/2023, 02:36:51","Complete via rpl",,1
1544,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","09/12/2022, 01:22:45","20/02/2023, 14:13:35","Complete via rpl",,1
1545,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1545,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1546,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","05/01/2023, 12:14:37","21/06/2023, 09:24:07","Complete via rpl",,1
1546,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","05/01/2023, 12:14:37","20/01/2023, 08:07:31","Complete via rpl",,1
1547,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","11/02/2023, 17:07:07","08/03/2023, 11:00:54","Complete via rpl",,1
1547,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","11/02/2023, 17:07:07","13/03/2023, 00:52:10","Complete via rpl",,1
1548,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","25/12/2022, 01:07:52","18/03/2023, 17:10:43","Complete via rpl",,1
1548,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","25/12/2022, 01:07:52","28/01/2023, 05:41:01","Complete via rpl",,1
1549,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","22/12/2022, 16:52:17","25/02/2023, 23:27:48","Complete via rpl",,1
1549,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","22/12/2022, 16:52:17","19/01/2023, 12:38:11","Complete via rpl",,1
1550,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","20/12/2022, 22:07:33","04/03/2023, 00:20:38","Complete via rpl",,1
1550,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","20/12/2022, 22:07:33","28/12/2022, 04:37:45","Complete via rpl",,1
1552,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","26/01/2023, 00:01:15","03/05/2023, 01:40:10","Complete via rpl",,1
1552,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","26/01/2023, 00:01:15","14/03/2023, 01:04:40","Complete via rpl",,1
1554,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","18/12/2022, 05:12:04","17/01/2023, 17:16:25","Complete via rpl",,1
1554,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","18/12/2022, 05:12:04","29/12/2022, 06:22:58","Complete via rpl",,1
1555,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","30/03/2023, 11:41:21","16/04/2023, 05:49:35","Complete via rpl",,1
1555,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","30/03/2023, 11:41:21","16/04/2023, 20:51:18","Complete via rpl",,1
1556,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","18/01/2023, 10:11:26","05/03/2023, 17:58:37","Complete via rpl",,1
1556,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","18/01/2023, 10:11:26","08/02/2023, 02:48:14","Complete via rpl",,1
1557,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","01/12/2022, 13:59:53","20/12/2022, 05:01:57","Complete via rpl",,1
1557,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","01/12/2022, 13:59:53","10/12/2022, 00:58:11","Complete via rpl",,1
1559,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","30/01/2023, 05:56:14","10/04/2023, 00:57:21","Complete via rpl",,1
1559,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","30/01/2023, 05:56:14","19/02/2023, 03:43:55","Complete via rpl",,1
1561,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1561,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1562,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1562,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40",,,"Not yet started",,1
1563,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","01/01/2023, 12:47:37","08/03/2023, 19:42:52","Complete via rpl",,1
1563,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","01/01/2023, 12:47:37","22/02/2023, 02:44:00","Complete via rpl",,1
1564,63,"Introducing Commercial Awareness","Commercial Awareness","04/05/2021, 17:28:40","05/12/2022, 23:52:31","21/02/2023, 00:53:33","Complete via rpl",,1
1564,64,"The Successful Conversations Framework","Commercial Awareness","04/05/2021, 17:28:40","05/12/2022, 23:52:31","20/01/2023, 15:50:52","Complete via rpl",,1
