"User ID","Program ID","Program Name",Category,"Time assigned","Time started","Time completed","Time due",Status,"Include in dashboard"
1093,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","12/12/2022, 18:47:07","29/12/2022, 21:40:10",,Complete,1
1096,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 10:02:29","18/12/2022, 18:06:09",,Complete,1
1097,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","19/03/2023, 14:41:38","21/04/2023, 09:13:59",,Complete,1
1098,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1100,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1101,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","22/12/2022, 07:50:21","05/03/2023, 14:26:23",,Complete,1
1103,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1104,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1106,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/01/2023, 11:56:39","12/02/2023, 11:33:04",,Complete,1
1107,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 09:46:33","08/12/2022, 13:54:32",,Complete,1
1110,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","25/12/2022, 21:34:47","13/03/2023, 21:37:05",,Complete,1
1111,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","22/01/2023, 19:19:31","07/05/2023, 04:41:26",,Complete,1
1112,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","24/02/2023, 06:16:44","11/05/2023, 19:25:55",,Complete,1
1113,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","14/03/2023, 02:38:27","31/03/2023, 18:29:51",,Complete,1
1115,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/03/2023, 23:09:42","26/04/2023, 01:19:50",,Complete,1
1117,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","21/01/2023, 18:00:32","12/02/2023, 20:43:46",,Complete,1
1118,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/12/2022, 21:14:12","28/12/2022, 03:23:51",,Complete,1
1119,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1122,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1123,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","26/12/2022, 23:31:15","11/01/2023, 21:39:08",,Complete,1
1124,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","15/02/2023, 20:03:08","09/04/2023, 23:55:16",,Complete,1
1125,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","21/12/2022, 08:31:56","04/03/2023, 21:10:11",,Complete,1
1127,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 10:24:01","22/12/2022, 15:59:18",,Complete,1
1128,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1129,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 20:35:20","29/01/2023, 05:30:12",,Complete,1
1131,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1132,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","14/01/2023, 23:34:58","11/04/2023, 22:41:24",,Complete,1
1134,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 02:47:17","08/12/2022, 23:24:17",,Complete,1
1136,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","12/12/2022, 17:43:47","28/12/2022, 20:56:08",,Complete,1
1137,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1138,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1141,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1142,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1143,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 14:27:12","16/04/2023, 03:34:27",,Complete,1
1146,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","23/04/2023, 15:58:16","05/06/2023, 00:36:01",,Complete,1
1147,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1148,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","22/01/2023, 03:42:12","01/06/2023, 15:48:33",,Complete,1
1150,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","03/12/2022, 17:46:45","29/01/2023, 09:33:01",,Complete,1
1151,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1154,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 17:44:21","10/12/2022, 23:07:55",,Complete,1
1155,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","09/01/2023, 15:54:01","09/03/2023, 03:41:02",,Complete,1
1156,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1158,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","09/12/2022, 02:16:41","20/12/2022, 04:39:45",,Complete,1
1159,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","08/12/2022, 06:32:40","18/03/2023, 18:37:18",,Complete,1
1160,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 03:40:51","12/12/2022, 04:41:02",,Complete,1
1161,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1163,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1164,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","11/12/2022, 23:47:25","02/04/2023, 06:36:16",,Complete,1
1165,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 11:18:01","10/12/2022, 05:14:59",,Complete,1
1166,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1167,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1169,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1170,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1171,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1172,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","19/01/2023, 01:39:40","06/06/2023, 09:31:47","27/04/2023, 09:09:51","Not complete",1
1174,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1182,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","10/12/2022, 10:39:26","24/01/2023, 05:10:20",,Complete,1
1251,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","24/02/2023, 02:13:10","30/03/2023, 09:58:51",,Complete,1
1252,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","16/04/2023, 21:23:51","21/05/2023, 02:17:18",,Complete,1
1253,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","07/12/2022, 20:01:57","17/12/2022, 12:54:42",,Complete,1
1254,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1255,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","16/12/2022, 03:36:04","09/02/2023, 22:12:42",,Complete,1
1256,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1257,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 20:51:36","04/01/2023, 10:16:40",,Complete,1
1258,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1259,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","19/01/2023, 21:51:11","12/03/2023, 01:15:39",,Complete,1
1260,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1261,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/01/2023, 14:29:54","16/01/2023, 21:19:46",,Complete,1
1262,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/12/2022, 02:51:52","28/03/2023, 01:20:05",,Complete,1
1263,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1264,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","16/12/2022, 13:22:51","30/01/2023, 20:18:25",,Complete,1
1265,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","16/12/2022, 07:13:42","17/01/2023, 00:28:22",,Complete,1
1266,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","10/12/2022, 23:34:52","15/01/2023, 04:32:15",,Complete,1
1267,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1268,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","07/12/2022, 03:06:46","24/02/2023, 04:55:08",,Complete,1
1269,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/12/2022, 13:25:16","09/04/2023, 22:24:33",,Complete,1
1272,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","14/12/2022, 11:44:13","28/02/2023, 23:27:16",,Complete,1
1274,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1275,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","02/12/2022, 19:41:56","22/12/2022, 05:52:29",,Complete,1
1276,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1277,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1279,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","11/12/2022, 02:55:28","30/04/2023, 10:12:50",,Complete,1
1280,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/12/2022, 18:26:14","15/04/2023, 12:18:09",,Complete,1
1281,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","28/01/2023, 00:01:29","19/03/2023, 16:03:58",,Complete,1
1282,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","03/12/2022, 06:56:51","12/12/2022, 07:58:06",,Complete,1
1283,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","14/12/2022, 05:13:46","07/02/2023, 12:12:47",,Complete,1
1285,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","31/12/2022, 10:57:55","21/03/2023, 08:41:24",,Complete,1
1286,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","14/12/2022, 03:16:06","03/02/2023, 01:54:12",,Complete,1
1287,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/12/2022, 05:32:57","25/12/2022, 08:17:40",,Complete,1
1288,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","06/12/2022, 07:40:04","21/01/2023, 15:57:18",,Complete,1
1290,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/12/2022, 06:50:28","07/02/2023, 12:23:50",,Complete,1
1291,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","25/01/2023, 16:23:45","20/04/2023, 20:34:09",,Complete,1
1292,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1293,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1295,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1296,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","20/02/2023, 20:23:25","27/05/2023, 07:03:55",,Complete,1
1297,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 22:01:31","20/12/2022, 23:40:39",,Complete,1
1298,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","24/02/2023, 18:39:53","29/04/2023, 14:16:57",,Complete,1
1300,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","07/12/2022, 11:44:12","16/02/2023, 19:30:52",,Complete,1
1302,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","25/02/2023, 18:17:49","01/04/2023, 12:29:17",,Complete,1
1303,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","31/12/2022, 16:00:43","27/01/2023, 16:04:23",,Complete,1
1304,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1305,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","27/02/2023, 12:15:46","08/05/2023, 18:55:58",,Complete,1
1306,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 04:11:43","21/01/2023, 04:50:35",,Complete,1
1308,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1309,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","18/01/2023, 14:30:29","09/03/2023, 01:39:45",,Complete,1
1310,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1311,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","21/12/2022, 21:59:57","16/02/2023, 08:16:30",,Complete,1
1313,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","10/01/2023, 22:47:17","09/04/2023, 07:41:49",,Complete,1
1314,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","09/01/2023, 01:07:26","09/02/2023, 15:16:35",,Complete,1
1315,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","22/12/2022, 13:17:31","07/06/2023, 04:28:09",,Complete,1
1316,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","06/12/2022, 04:27:50","27/01/2023, 19:28:31",,Complete,1
1318,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 18:17:45","18/03/2023, 11:37:03",,Complete,1
1319,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/01/2023, 00:35:45","28/05/2023, 23:56:59",,Complete,1
1320,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","02/12/2022, 06:19:05","16/02/2023, 08:08:49",,Complete,1
1321,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1322,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","11/04/2023, 01:33:34","18/05/2023, 22:50:29",,Complete,1
1324,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","02/02/2023, 05:14:32","27/05/2023, 10:31:55",,Complete,1
1325,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1326,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 09:25:51","03/02/2023, 22:50:54",,Complete,1
1328,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","10/04/2023, 16:12:40","10/06/2023, 00:33:59",,Complete,1
1329,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1330,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","20/12/2022, 00:38:50","05/06/2023, 19:50:35",,Complete,1
1331,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","03/12/2022, 00:37:30","18/12/2022, 00:31:04",,Complete,1
1332,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","22/03/2023, 18:04:12","19/05/2023, 06:14:42",,Complete,1
1334,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1335,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","17/12/2022, 16:04:07","03/02/2023, 01:17:50",,Complete,1
1336,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 08:21:39","01/02/2023, 06:06:50",,Complete,1
1337,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","20/12/2022, 11:48:11","05/02/2023, 15:42:19",,Complete,1
1339,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","18/12/2022, 11:03:38","03/05/2023, 04:55:45",,Complete,1
1340,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1342,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1343,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","26/04/2023, 16:36:43","01/06/2023, 15:28:45",,Complete,1
1344,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/12/2022, 04:21:58","18/01/2023, 13:57:55",,Complete,1
1346,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","11/02/2023, 00:08:12","08/04/2023, 15:24:54",,Complete,1
1347,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1348,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","06/03/2023, 17:56:14","06/05/2023, 12:52:42",,Complete,1
1349,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 03:53:55","29/12/2022, 14:31:04",,Complete,1
1350,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1352,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1353,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","01/12/2022, 04:36:26","11/12/2022, 14:59:45",,Complete,1
1354,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1356,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1358,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","13/12/2022, 08:27:06","07/03/2023, 09:15:28",,Complete,1
1359,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","05/12/2022, 06:29:49","14/12/2022, 06:05:54",,Complete,1
1360,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1361,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","07/12/2022, 00:33:08","23/02/2023, 00:26:45",,Complete,1
1362,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","27/12/2022, 09:54:42","02/03/2023, 01:23:21",,Complete,1
1364,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","18/01/2023, 16:28:41","21/03/2023, 07:50:59",,Complete,1
1365,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","18/12/2022, 21:05:40","04/03/2023, 10:29:48",,Complete,1
1366,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","20/12/2022, 07:15:42","17/01/2023, 02:13:23",,Complete,1
1367,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35",,,,"Not complete",1
1369,6,"Commercial Awareness","Commercial Awareness","09/04/2021, 06:09:35","04/01/2023, 17:51:57","16/04/2023, 21:46:07",,Complete,1
